Transaction_ID,Date,Region,Category,Product,Units_Sold,Unit_Price_NGN,Total_Revenue_NGN
PM-126808,2023-08-08,North Central,Snacks,Kuli-Kuli Bites,44,829.5,36498.0
PM-118896,2023-08-08,South East,Snacks,Chin-Chin Delight,44,1528.19,67240.36
PM-114955,2023-08-08,South East,Personal Care,Olu Herb Shampoo,42,3358.2,141044.4
PM-129461,2023-08-08,North Central,Beverages,Zobo Max 50cl,14,6041.06,84574.84
PM-104242,2023-08-08,South West,Grains & Cereals,Pride Semo,11,4800.56,52806.16
PM-129564,2023-08-08,North West,Personal Care,FreshMint Paste,40,7135.17,285406.8
PM-110203,2023-08-08,South West,Home Care,Bright-White Detergent,18,4770.2,85863.6
PM-100163,2023-08-08,South West,Snacks,Kuli-Kuli Bites,48,2389.87,114713.76
PM-129926,2023-08-08,South South,Grains & Cereals,Golden Harvest Rice,36,7958.99,286523.64
PM-112172,2023-08-08,South West,Beverages,Naija Cocoa Mix,30,14299.8,428994.0
PM-105112,2023-08-08,South East,Home Care,Bright-White Detergent,28,6454.51,180726.28
PM-107081,2023-08-08,South East,Personal Care,Shea Glow Soap,24,4529.61,108710.64
PM-118807,2023-08-08,South West,Beverages,Naija Cocoa Mix,24,8741.51,209796.24
PM-103924,2023-08-08,North Central,Personal Care,Shea Glow Soap,12,1791.88,21502.56
PM-115296,2023-08-08,North Central,Beverages,Zobo Max 50cl,14,7716.53,108031.42
PM-126502,2023-08-08,North East,Home Care,Sparkle Dish Wash,3,6727.15,20181.45
PM-120207,2023-08-08,South West,Beverages,Zobo Max 50cl,36,10902.99,392507.64
PM-118367,2023-08-08,North West,Beverages,Naija Cocoa Mix,24,8343.56,200245.44
PM-118806,2023-08-08,North East,Snacks,Kuli-Kuli Bites,42,1481.47,62221.74
PM-117553,2023-08-08,North West,Beverages,Zobo Max 50cl,30,5194.0,155820.0
PM-102511,2023-08-08,South South,Home Care,Germ-Kill Liquid,43,7844.83,337327.69
PM-125784,2023-08-08,South West,Home Care,Germ-Kill Liquid,13,3888.66,50552.58
PM-124722,2023-08-08,South West,Snacks,Kuli-Kuli Bites,39,1145.35,44668.65
PM-116488,2023-08-08,South South,Grains & Cereals,Easy-Cook Beans,11,7006.07,77066.77
PM-128194,2023-08-09,South South,Personal Care,Olu Herb Shampoo,42,1781.71,74831.82
PM-103373,2023-08-09,South West,Beverages,Naija Cocoa Mix,12,4772.64,57271.68
PM-128354,2023-08-09,North Central,Beverages,Zobo Max 50cl,31,3059.37,94840.47
PM-126534,2023-08-09,North West,Home Care,Germ-Kill Liquid,17,1627.52,27667.84
PM-111300,2023-08-09,South West,Home Care,Germ-Kill Liquid,13,3405.18,44267.34
PM-120427,2023-08-09,South West,Snacks,Chin-Chin Delight,12,2186.68,26240.16
PM-129031,2023-08-09,South East,Personal Care,Olu Herb Shampoo,38,5797.04,220287.52
PM-107615,2023-08-09,North West,Snacks,Kuli-Kuli Bites,46,1303.21,59947.66
PM-122387,2023-08-09,South East,Personal Care,FreshMint Paste,19,7086.32,134640.08
PM-125170,2023-08-09,South West,Beverages,Naija Cocoa Mix,46,4935.9,227051.4
PM-104731,2023-08-09,South West,Personal Care,FreshMint Paste,45,3278.37,147526.65
PM-119235,2023-08-09,South West,Grains & Cereals,Pride Semo,26,10086.8,262256.8
PM-113635,2023-08-09,South East,Beverages,Zobo Max 50cl,7,10107.4,70751.8
PM-129971,2023-08-09,North Central,Beverages,Peak-Level Milk,33,11142.13,367690.29
PM-109437,2023-08-09,North Central,Snacks,Chin-Chin Delight,46,2328.5,107111.0
PM-103890,2023-08-09,North Central,Personal Care,Shea Glow Soap,30,1682.85,50485.5
PM-109932,2023-08-09,North Central,Home Care,Sparkle Dish Wash,16,6422.35,102757.6
PM-114643,2023-08-09,South East,Home Care,Sparkle Dish Wash,49,4734.3,231980.7
PM-112563,2023-08-09,North Central,Personal Care,FreshMint Paste,12,5921.99,71063.88
PM-123271,2023-08-09,South West,Home Care,Germ-Kill Liquid,2,1415.83,2831.66
PM-105300,2023-08-09,North West,Personal Care,Shea Glow Soap,24,7197.93,172750.32
PM-128692,2023-08-09,North Central,Beverages,Peak-Level Milk,12,3893.04,46716.48
PM-111423,2023-08-09,South East,Beverages,Zobo Max 50cl,11,1701.42,18715.62
PM-106140,2023-08-09,South West,Home Care,Germ-Kill Liquid,25,1640.59,41014.75
PM-106270,2023-08-09,North Central,Personal Care,Olu Herb Shampoo,32,2210.14,70724.48
PM-121483,2023-08-09,North Central,Home Care,Sparkle Dish Wash,29,6969.05,202102.45
PM-127464,2023-08-09,South West,Home Care,Germ-Kill Liquid,37,7827.1,289602.7
PM-111064,2023-08-09,North West,Grains & Cereals,Pride Semo,41,6056.09,248299.69
PM-114976,2023-08-09,North Central,Snacks,Chin-Chin Delight,22,1033.4,22734.8
PM-109461,2023-08-09,South West,Home Care,Bright-White Detergent,32,8179.85,261755.2
PM-126382,2023-08-09,South West,Snacks,Kuli-Kuli Bites,49,645.01,31605.49
PM-121097,2023-08-10,North Central,Personal Care,FreshMint Paste,3,1777.49,5332.47
PM-107188,2023-08-10,North West,Personal Care,Shea Glow Soap,10,1999.51,19995.1
PM-117166,2023-08-10,North West,Grains & Cereals,Pride Semo,40,6567.48,262699.2
PM-111587,2023-08-10,North Central,Personal Care,Shea Glow Soap,5,2312.42,11562.1
PM-112079,2023-08-10,North Central,Grains & Cereals,Easy-Cook Beans,36,9009.21,324331.56
PM-125165,2023-08-10,North Central,Personal Care,Olu Herb Shampoo,14,4335.12,60691.68
PM-121806,2023-08-10,South East,Beverages,Naija Cocoa Mix,23,13857.45,318721.35
PM-120423,2023-08-10,South West,Home Care,Sparkle Dish Wash,33,2486.86,82066.38
PM-120668,2023-08-10,South West,Beverages,Zobo Max 50cl,11,9518.94,104708.34
PM-107319,2023-08-10,North West,Grains & Cereals,Pride Semo,16,6758.55,108136.8
PM-110380,2023-08-10,South West,Snacks,Crunchy Plantain Chips,1,718.6,718.6
PM-105060,2023-08-10,South South,Personal Care,Olu Herb Shampoo,18,3804.22,68475.96
PM-127120,2023-08-10,South West,Home Care,Sparkle Dish Wash,42,1497.5,62895.0
PM-114067,2023-08-10,North Central,Personal Care,FreshMint Paste,28,7786.42,218019.76
PM-102651,2023-08-10,North Central,Personal Care,Olu Herb Shampoo,8,938.99,7511.92
PM-113546,2023-08-10,North West,Beverages,Zobo Max 50cl,24,3170.63,76095.12
PM-126603,2023-08-10,South West,Grains & Cereals,Pride Semo,9,9390.26,84512.34
PM-116617,2023-08-10,North Central,Beverages,Peak-Level Milk,2,10026.4,20052.8
PM-118073,2023-08-11,South South,Grains & Cereals,Easy-Cook Beans,36,11985.48,431477.28
PM-108163,2023-08-11,South West,Home Care,Germ-Kill Liquid,41,3444.67,141231.47
PM-107537,2023-08-11,North West,Home Care,Bright-White Detergent,12,8797.13,105565.56
PM-126314,2023-08-11,South East,Home Care,Germ-Kill Liquid,26,8821.57,229360.82
PM-126643,2023-08-11,South West,Home Care,Germ-Kill Liquid,38,9509.35,361355.3
PM-123273,2023-08-11,North West,Beverages,Naija Cocoa Mix,45,3378.78,152045.1
PM-114268,2023-08-11,South West,Personal Care,Olu Herb Shampoo,49,7885.52,386390.48
PM-113755,2023-08-11,South South,Personal Care,FreshMint Paste,43,4348.77,186997.11
PM-116932,2023-08-11,South South,Beverages,Naija Cocoa Mix,25,3607.68,90192.0
PM-127908,2023-08-11,South West,Personal Care,FreshMint Paste,34,4654.09,158239.06
PM-109154,2023-08-11,South South,Grains & Cereals,Golden Harvest Rice,26,11490.43,298751.18
PM-116274,2023-08-11,South West,Snacks,Chin-Chin Delight,17,893.8,15194.6
PM-114887,2023-08-11,South East,Snacks,Crunchy Plantain Chips,35,1016.09,35563.15
PM-114132,2023-08-11,South West,Personal Care,FreshMint Paste,8,879.68,7037.44
PM-129352,2023-08-11,South West,Snacks,Crunchy Plantain Chips,32,2164.32,69258.24
PM-102799,2023-08-11,South West,Personal Care,FreshMint Paste,30,3050.7,91521.0
PM-117952,2023-08-11,North West,Beverages,Peak-Level Milk,30,3047.08,91412.4
PM-119432,2023-08-11,North West,Personal Care,Shea Glow Soap,27,1999.71,53992.17
PM-121969,2023-08-11,South West,Snacks,Kuli-Kuli Bites,38,2088.09,79347.42
PM-120052,2023-08-11,North Central,Grains & Cereals,Easy-Cook Beans,11,9487.26,104359.86
PM-101538,2023-08-11,North Central,Beverages,Naija Cocoa Mix,24,2040.59,48974.16
PM-109116,2023-08-11,South West,Beverages,Peak-Level Milk,43,6290.17,270477.31
PM-112291,2023-08-12,South South,Grains & Cereals,Pride Semo,23,10840.85,249339.55
PM-110424,2023-08-12,South South,Home Care,Bright-White Detergent,36,6292.11,226515.96
PM-114523,2023-08-12,South East,Snacks,Crunchy Plantain Chips,37,411.02,15207.74
PM-126086,2023-08-12,South West,Snacks,Kuli-Kuli Bites,37,1653.93,61195.41
PM-101343,2023-08-12,South East,Beverages,Naija Cocoa Mix,37,4109.83,152063.71
PM-125329,2023-08-12,South East,Grains & Cereals,Pride Semo,36,11050.65,397823.4
PM-117859,2023-08-12,North Central,Snacks,Crunchy Plantain Chips,18,1522.31,27401.58
PM-129520,2023-08-12,South West,Beverages,Zobo Max 50cl,8,14521.9,116175.2
PM-124398,2023-08-12,South South,Personal Care,Olu Herb Shampoo,34,4588.17,155997.78
PM-117192,2023-08-12,South South,Personal Care,Shea Glow Soap,4,2743.63,10974.52
PM-104720,2023-08-12,North Central,Personal Care,Olu Herb Shampoo,31,5741.13,177975.03
PM-128289,2023-08-12,South East,Grains & Cereals,Pride Semo,4,2316.88,9267.52
PM-107592,2023-08-12,South West,Home Care,Sparkle Dish Wash,31,6082.11,188545.41
PM-100604,2023-08-12,South East,Beverages,Naija Cocoa Mix,33,6504.88,214661.04
PM-104226,2023-08-12,South West,Personal Care,Shea Glow Soap,15,5055.02,75825.3
PM-106556,2023-08-12,South South,Grains & Cereals,Pride Semo,26,4207.37,109391.62
PM-122807,2023-08-12,North East,Grains & Cereals,Golden Harvest Rice,6,9827.42,58964.52
PM-115108,2023-08-12,North Central,Home Care,Bright-White Detergent,31,6251.12,193784.72
PM-105462,2023-08-12,South South,Snacks,Crunchy Plantain Chips,37,301.05,11138.85
PM-105111,2023-08-12,South East,Grains & Cereals,Pride Semo,42,4810.31,202033.02
PM-100817,2023-08-13,South West,Grains & Cereals,Pride Semo,8,6422.21,51377.68
PM-101517,2023-08-13,South South,Personal Care,Shea Glow Soap,28,4130.64,115657.92
PM-104620,2023-08-13,South East,Snacks,Crunchy Plantain Chips,49,995.14,48761.86
PM-107417,2023-08-13,South West,Snacks,Chin-Chin Delight,43,1464.72,62982.96
PM-127802,2023-08-13,North Central,Beverages,Zobo Max 50cl,48,8936.42,428948.16
PM-106672,2023-08-13,South West,Personal Care,Olu Herb Shampoo,10,5931.41,59314.1
PM-125504,2023-08-13,South West,Home Care,Bright-White Detergent,40,8413.74,336549.6
PM-106535,2023-08-13,North Central,Grains & Cereals,Golden Harvest Rice,18,10164.75,182965.5
PM-120494,2023-08-13,South East,Grains & Cereals,Easy-Cook Beans,32,10125.9,324028.8
PM-125494,2023-08-13,North Central,Home Care,Bright-White Detergent,37,6264.22,231776.14
PM-122058,2023-08-13,South East,Beverages,Naija Cocoa Mix,34,7363.62,250363.08
PM-119658,2023-08-13,North Central,Snacks,Chin-Chin Delight,13,370.22,4812.86
PM-103190,2023-08-13,North Central,Personal Care,Olu Herb Shampoo,30,2180.9,65427.0
PM-120525,2023-08-13,North Central,Personal Care,Shea Glow Soap,4,5659.43,22637.72
PM-109236,2023-08-13,South South,Beverages,Peak-Level Milk,29,8252.92,239334.68
PM-129856,2023-08-13,South South,Beverages,Naija Cocoa Mix,1,5624.16,5624.16
PM-126262,2023-08-13,South West,Personal Care,Shea Glow Soap,40,5895.46,235818.4
PM-108001,2023-08-13,South West,Grains & Cereals,Pride Semo,32,8236.96,263582.72
PM-117207,2023-08-13,South East,Grains & Cereals,Easy-Cook Beans,22,8128.39,178824.58
PM-128202,2023-08-13,South East,Snacks,Chin-Chin Delight,28,305.14,8543.92
PM-107694,2023-08-13,North Central,Snacks,Kuli-Kuli Bites,34,1964.13,66780.42
PM-128883,2023-08-13,North West,Home Care,Germ-Kill Liquid,5,1717.99,8589.95
PM-115497,2023-08-13,South West,Beverages,Naija Cocoa Mix,9,4152.98,37376.82
PM-121108,2023-08-13,South West,Beverages,Naija Cocoa Mix,42,5462.87,229440.54
PM-126310,2023-08-13,South West,Personal Care,Olu Herb Shampoo,13,6658.44,86559.72
PM-117675,2023-08-13,South West,Grains & Cereals,Easy-Cook Beans,31,7070.36,219181.16
PM-128247,2023-08-13,South West,Personal Care,FreshMint Paste,35,6486.79,227037.65
PM-125993,2023-08-13,North Central,Grains & Cereals,Pride Semo,43,4207.57,180925.51
PM-119290,2023-08-13,South West,Home Care,Bright-White Detergent,16,4835.32,77365.12
PM-121448,2023-08-13,South East,Beverages,Zobo Max 50cl,48,7220.59,346588.32
PM-126845,2023-08-13,South South,Beverages,Peak-Level Milk,4,7085.35,28341.4
PM-115654,2023-08-14,South West,Snacks,Chin-Chin Delight,5,328.73,1643.65
PM-101292,2023-08-14,North East,Grains & Cereals,Golden Harvest Rice,11,7795.82,85754.02
PM-126048,2023-08-14,North Central,Snacks,Chin-Chin Delight,36,1080.78,38908.08
PM-108598,2023-08-14,North West,Snacks,Crunchy Plantain Chips,6,1314.56,7887.36
PM-114571,2023-08-14,South West,Grains & Cereals,Golden Harvest Rice,9,11092.41,99831.69
PM-107211,2023-08-14,South South,Beverages,Zobo Max 50cl,43,6607.63,284128.09
PM-118779,2023-08-14,South East,Beverages,Peak-Level Milk,49,9882.0,484218.0
PM-116239,2023-08-14,North West,Personal Care,FreshMint Paste,45,3599.17,161962.65
PM-127807,2023-08-14,South East,Grains & Cereals,Golden Harvest Rice,14,10836.43,151710.02
PM-101286,2023-08-14,North Central,Grains & Cereals,Golden Harvest Rice,7,11404.03,79828.21
PM-129455,2023-08-14,South South,Grains & Cereals,Pride Semo,39,4659.0,181701.0
PM-105713,2023-08-14,North West,Beverages,Zobo Max 50cl,7,10012.01,70084.07
PM-106157,2023-08-14,South South,Home Care,Bright-White Detergent,8,6478.71,51829.68
PM-107598,2023-08-14,North West,Grains & Cereals,Pride Semo,36,5170.95,186154.2
PM-114535,2023-08-14,South West,Grains & Cereals,Easy-Cook Beans,18,8327.43,149893.74
PM-109025,2023-08-14,South South,Personal Care,Shea Glow Soap,6,1736.32,10417.92
PM-126458,2023-08-14,South South,Grains & Cereals,Easy-Cook Beans,24,5159.78,123834.72
PM-106991,2023-08-14,North East,Snacks,Kuli-Kuli Bites,46,1120.27,51532.42
PM-115572,2023-08-14,North Central,Grains & Cereals,Easy-Cook Beans,23,11989.84,275766.32
PM-105151,2023-08-14,North East,Grains & Cereals,Golden Harvest Rice,48,5983.26,287196.48
PM-119204,2023-08-14,South South,Snacks,Chin-Chin Delight,2,246.71,493.42
PM-104196,2023-08-14,North West,Home Care,Bright-White Detergent,30,2616.6,78498.0
PM-118192,2023-08-14,North Central,Grains & Cereals,Pride Semo,1,6638.81,6638.81
PM-107308,2023-08-14,South East,Home Care,Bright-White Detergent,23,6812.48,156687.04
PM-115891,2023-08-14,South West,Grains & Cereals,Easy-Cook Beans,49,11630.19,569879.31
PM-100257,2023-08-14,South West,Home Care,Sparkle Dish Wash,45,7761.82,349281.9
PM-118260,2023-08-14,South South,Grains & Cereals,Pride Semo,1,9820.4,9820.4
PM-124823,2023-08-15,South West,Personal Care,Olu Herb Shampoo,1,3501.92,3501.92
PM-119604,2023-08-15,South West,Grains & Cereals,Pride Semo,22,6830.02,150260.44
PM-116802,2023-08-15,North Central,Personal Care,Olu Herb Shampoo,15,7575.22,113628.3
PM-106476,2023-08-15,South West,Home Care,Sparkle Dish Wash,44,8180.92,359960.48
PM-126073,2023-08-15,South West,Snacks,Kuli-Kuli Bites,18,830.26,14944.68
PM-107238,2023-08-15,North Central,Personal Care,Olu Herb Shampoo,36,5131.58,184736.88
PM-123085,2023-08-15,South West,Grains & Cereals,Easy-Cook Beans,27,2111.2,57002.4
PM-111744,2023-08-15,North West,Personal Care,Shea Glow Soap,26,6560.59,170575.34
PM-109906,2023-08-15,South South,Home Care,Bright-White Detergent,27,4516.88,121955.76
PM-123056,2023-08-15,South West,Beverages,Zobo Max 50cl,27,12186.11,329024.97
PM-127068,2023-08-15,South West,Personal Care,Olu Herb Shampoo,32,6234.08,199490.56
PM-118573,2023-08-15,North Central,Beverages,Zobo Max 50cl,13,13854.32,180106.16
PM-121965,2023-08-15,South East,Personal Care,FreshMint Paste,31,7914.16,245338.96
PM-129587,2023-08-15,North Central,Personal Care,Shea Glow Soap,15,3270.77,49061.55
PM-102543,2023-08-15,North Central,Home Care,Sparkle Dish Wash,18,7749.61,139492.98
PM-128516,2023-08-15,South West,Grains & Cereals,Pride Semo,42,8338.0,350196.0
PM-112886,2023-08-15,South West,Snacks,Chin-Chin Delight,42,788.39,33112.38
PM-122584,2023-08-15,South South,Beverages,Zobo Max 50cl,33,6710.54,221447.82
PM-103138,2023-08-15,South West,Beverages,Naija Cocoa Mix,6,7152.39,42914.34
PM-102272,2023-08-15,South South,Beverages,Peak-Level Milk,27,5039.35,136062.45
PM-127742,2023-08-15,South South,Beverages,Zobo Max 50cl,48,6014.47,288694.56
PM-103107,2023-08-15,South West,Grains & Cereals,Pride Semo,39,4113.51,160426.89
PM-117745,2023-08-15,South West,Beverages,Peak-Level Milk,36,14833.8,534016.8
PM-102596,2023-08-15,South East,Personal Care,Shea Glow Soap,6,5688.77,34132.62
PM-104220,2023-08-15,South South,Personal Care,FreshMint Paste,6,5830.02,34980.12
PM-102476,2023-08-15,South South,Personal Care,Olu Herb Shampoo,14,7972.04,111608.56
PM-104347,2023-08-15,South West,Personal Care,FreshMint Paste,41,7914.2,324482.2
PM-112103,2023-08-15,South East,Beverages,Naija Cocoa Mix,30,2818.04,84541.2
PM-114875,2023-08-15,North West,Home Care,Bright-White Detergent,7,3627.34,25391.38
PM-125999,2023-08-16,South West,Personal Care,FreshMint Paste,28,5639.55,157907.4
PM-114948,2023-08-16,South West,Beverages,Zobo Max 50cl,37,12583.86,465602.82
PM-118027,2023-08-16,South West,Personal Care,FreshMint Paste,12,2937.52,35250.24
PM-119060,2023-08-16,North Central,Beverages,Peak-Level Milk,42,10292.38,432279.96
PM-105554,2023-08-16,North East,Snacks,Crunchy Plantain Chips,17,265.04,4505.68
PM-108166,2023-08-16,South East,Grains & Cereals,Golden Harvest Rice,18,6396.9,115144.2
PM-107771,2023-08-16,South West,Grains & Cereals,Easy-Cook Beans,38,10998.91,417958.58
PM-107196,2023-08-16,South South,Grains & Cereals,Easy-Cook Beans,27,9152.2,247109.4
PM-120429,2023-08-16,South West,Snacks,Chin-Chin Delight,30,1145.82,34374.6
PM-107652,2023-08-16,North East,Beverages,Naija Cocoa Mix,44,4563.83,200808.52
PM-109578,2023-08-16,South West,Grains & Cereals,Easy-Cook Beans,23,4978.15,114497.45
PM-109204,2023-08-16,South West,Personal Care,FreshMint Paste,33,3781.88,124802.04
PM-117311,2023-08-16,South West,Personal Care,Olu Herb Shampoo,29,2583.11,74910.19
PM-100771,2023-08-16,South West,Beverages,Zobo Max 50cl,47,9068.55,426221.85
PM-100904,2023-08-16,South South,Grains & Cereals,Easy-Cook Beans,15,5173.46,77601.9
PM-123784,2023-08-16,South West,Snacks,Chin-Chin Delight,34,1222.21,41555.14
PM-124864,2023-08-16,North West,Grains & Cereals,Golden Harvest Rice,45,4597.52,206888.4
PM-113585,2023-08-16,South East,Home Care,Bright-White Detergent,23,8550.11,196652.53
PM-129542,2023-08-16,South West,Snacks,Chin-Chin Delight,24,444.3,10663.2
PM-104706,2023-08-16,South East,Beverages,Naija Cocoa Mix,36,13469.24,484892.64
PM-121893,2023-08-16,North Central,Grains & Cereals,Easy-Cook Beans,46,5345.84,245908.64
PM-127693,2023-08-16,South West,Grains & Cereals,Golden Harvest Rice,7,8058.47,56409.29
PM-122644,2023-08-16,South East,Grains & Cereals,Golden Harvest Rice,36,8801.97,316870.92
PM-110868,2023-08-17,South West,Home Care,Bright-White Detergent,42,9136.62,383738.04
PM-116989,2023-08-17,South West,Snacks,Kuli-Kuli Bites,49,1264.06,61938.94
PM-106007,2023-08-17,North Central,Personal Care,FreshMint Paste,26,3712.93,96536.18
PM-125058,2023-08-17,South East,Personal Care,Olu Herb Shampoo,3,1416.35,4249.05
PM-122944,2023-08-17,South West,Beverages,Naija Cocoa Mix,41,14883.64,610229.24
PM-114056,2023-08-17,South South,Snacks,Crunchy Plantain Chips,43,729.53,31369.79
PM-116458,2023-08-17,South West,Personal Care,FreshMint Paste,26,3874.65,100740.9
PM-117649,2023-08-17,South West,Beverages,Zobo Max 50cl,3,12497.2,37491.6
PM-107329,2023-08-17,South East,Personal Care,Shea Glow Soap,34,7494.43,254810.62
PM-119390,2023-08-17,North Central,Beverages,Zobo Max 50cl,4,8567.54,34270.16
PM-108320,2023-08-17,North East,Grains & Cereals,Golden Harvest Rice,30,4566.51,136995.3
PM-106939,2023-08-17,North Central,Personal Care,Shea Glow Soap,10,1979.86,19798.6
PM-105753,2023-08-17,South West,Home Care,Bright-White Detergent,33,7319.28,241536.24
PM-105566,2023-08-17,South West,Beverages,Zobo Max 50cl,37,14562.84,538825.08
PM-127828,2023-08-17,South East,Beverages,Naija Cocoa Mix,21,12103.79,254179.59
PM-128224,2023-08-17,South West,Personal Care,Olu Herb Shampoo,43,5955.86,256101.98
PM-122881,2023-08-17,South West,Home Care,Germ-Kill Liquid,31,3503.24,108600.44
PM-100795,2023-08-17,South South,Grains & Cereals,Easy-Cook Beans,44,10847.33,477282.52
PM-126973,2023-08-17,South East,Home Care,Germ-Kill Liquid,39,6571.69,256295.91
PM-124568,2023-08-17,North Central,Beverages,Naija Cocoa Mix,10,5034.61,50346.1
PM-107721,2023-08-17,North West,Grains & Cereals,Pride Semo,20,8534.07,170681.4
PM-109516,2023-08-17,South West,Home Care,Sparkle Dish Wash,16,3125.06,50000.96
PM-107704,2023-08-17,South West,Home Care,Bright-White Detergent,20,3823.17,76463.4
PM-121187,2023-08-17,South West,Home Care,Germ-Kill Liquid,11,1230.62,13536.82
PM-125777,2023-08-17,North West,Personal Care,FreshMint Paste,18,3704.33,66677.94
PM-119176,2023-08-18,South West,Personal Care,FreshMint Paste,29,4304.6,124833.4
PM-107599,2023-08-18,South South,Snacks,Crunchy Plantain Chips,8,1529.61,12236.88
PM-103580,2023-08-18,North West,Snacks,Chin-Chin Delight,23,1225.5,28186.5
PM-103996,2023-08-18,South South,Home Care,Sparkle Dish Wash,26,1885.78,49030.28
PM-112642,2023-08-18,South West,Home Care,Germ-Kill Liquid,1,5343.1,5343.1
PM-119378,2023-08-18,South West,Personal Care,Olu Herb Shampoo,16,1081.75,17308.0
PM-129854,2023-08-18,North Central,Home Care,Germ-Kill Liquid,8,5266.42,42131.36
PM-116777,2023-08-18,North West,Snacks,Kuli-Kuli Bites,15,393.71,5905.65
PM-103163,2023-08-18,South South,Home Care,Sparkle Dish Wash,19,2542.22,48302.18
PM-100253,2023-08-18,North West,Snacks,Crunchy Plantain Chips,1,2249.7,2249.7
PM-108654,2023-08-18,North East,Snacks,Chin-Chin Delight,47,252.8,11881.6
PM-129883,2023-08-18,South West,Personal Care,Shea Glow Soap,33,1296.45,42782.85
PM-118188,2023-08-18,South South,Snacks,Chin-Chin Delight,24,303.76,7290.24
PM-121663,2023-08-18,South West,Snacks,Crunchy Plantain Chips,48,1236.55,59354.4
PM-124907,2023-08-18,South South,Grains & Cereals,Pride Semo,28,6260.17,175284.76
PM-106605,2023-08-18,South West,Beverages,Naija Cocoa Mix,26,11992.48,311804.48
PM-125454,2023-08-18,North West,Beverages,Naija Cocoa Mix,37,6139.82,227173.34
PM-115747,2023-08-18,South West,Personal Care,Shea Glow Soap,21,6746.34,141673.14
PM-123921,2023-08-18,North Central,Personal Care,Shea Glow Soap,32,7777.02,248864.64
PM-112885,2023-08-18,South East,Beverages,Zobo Max 50cl,29,6947.19,201468.51
PM-118203,2023-08-18,South South,Personal Care,Shea Glow Soap,23,3462.14,79629.22
PM-106247,2023-08-19,South South,Beverages,Zobo Max 50cl,28,9144.47,256045.16
PM-128084,2023-08-19,South East,Home Care,Germ-Kill Liquid,30,1302.56,39076.8
PM-122093,2023-08-19,South East,Grains & Cereals,Easy-Cook Beans,11,11969.37,131663.07
PM-107517,2023-08-19,South East,Personal Care,Olu Herb Shampoo,45,6959.2,313164.0
PM-119519,2023-08-19,South East,Beverages,Naija Cocoa Mix,32,14409.54,461105.28
PM-128810,2023-08-19,North West,Beverages,Naija Cocoa Mix,20,5552.2,111044.0
PM-107062,2023-08-19,South East,Grains & Cereals,Pride Semo,34,7839.88,266555.92
PM-128704,2023-08-19,South West,Beverages,Naija Cocoa Mix,11,4641.17,51052.87
PM-125839,2023-08-19,North Central,Beverages,Naija Cocoa Mix,39,7440.27,290170.53
PM-110211,2023-08-19,North Central,Personal Care,FreshMint Paste,1,5850.87,5850.87
PM-125656,2023-08-19,South West,Home Care,Bright-White Detergent,30,1433.98,43019.4
PM-113451,2023-08-19,South West,Beverages,Naija Cocoa Mix,7,1715.36,12007.52
PM-112074,2023-08-19,North Central,Home Care,Germ-Kill Liquid,20,1418.36,28367.2
PM-129388,2023-08-19,South West,Beverages,Zobo Max 50cl,26,10274.08,267126.08
PM-112281,2023-08-19,North West,Snacks,Kuli-Kuli Bites,4,779.94,3119.76
PM-115634,2023-08-19,South West,Snacks,Crunchy Plantain Chips,35,492.53,17238.55
PM-129145,2023-08-19,North East,Personal Care,Shea Glow Soap,29,2894.96,83953.84
PM-110535,2023-08-19,South West,Personal Care,Olu Herb Shampoo,31,1848.64,57307.84
PM-126632,2023-08-19,South South,Grains & Cereals,Easy-Cook Beans,38,2066.22,78516.36
PM-100094,2023-08-19,North Central,Beverages,Zobo Max 50cl,40,6998.14,279925.6
PM-102245,2023-08-19,North East,Personal Care,Olu Herb Shampoo,21,1031.77,21667.17
PM-127035,2023-08-19,South West,Personal Care,FreshMint Paste,1,4593.26,4593.26
PM-122516,2023-08-19,North Central,Grains & Cereals,Golden Harvest Rice,10,4905.96,49059.6
PM-110012,2023-08-19,South West,Snacks,Chin-Chin Delight,18,2379.54,42831.72
PM-128488,2023-08-19,North Central,Grains & Cereals,Pride Semo,22,5405.92,118930.24
PM-101629,2023-08-19,North Central,Beverages,Peak-Level Milk,46,11102.62,510720.52
PM-115367,2023-08-19,South West,Grains & Cereals,Easy-Cook Beans,47,11027.59,518296.73
PM-100129,2023-08-19,South West,Beverages,Zobo Max 50cl,34,12753.38,433614.92
PM-117523,2023-08-19,South West,Beverages,Naija Cocoa Mix,40,11943.94,477757.6
PM-122928,2023-08-20,North East,Snacks,Kuli-Kuli Bites,23,258.77,5951.71
PM-118349,2023-08-20,South West,Snacks,Crunchy Plantain Chips,4,856.65,3426.6
PM-116409,2023-08-20,South South,Home Care,Sparkle Dish Wash,41,3405.36,139619.76
PM-107225,2023-08-20,South South,Grains & Cereals,Golden Harvest Rice,47,7337.31,344853.57
PM-127573,2023-08-20,North Central,Grains & Cereals,Easy-Cook Beans,47,3651.14,171603.58
PM-105408,2023-08-20,South West,Personal Care,Olu Herb Shampoo,24,5616.13,134787.12
PM-102112,2023-08-20,South West,Snacks,Chin-Chin Delight,17,1780.49,30268.33
PM-110404,2023-08-20,North Central,Beverages,Peak-Level Milk,14,2695.71,37739.94
PM-107522,2023-08-20,South West,Grains & Cereals,Pride Semo,17,11125.19,189128.23
PM-118295,2023-08-20,North Central,Home Care,Sparkle Dish Wash,39,2793.67,108953.13
