,Transaction_ID,Date,Region,Category,Product,Units_Sold,Unit_Price_NGN,Sales_NGN,Month_Name,Year
9617,PM-124815,2024-02-01,South West,Snacks,Kuli-Kuli Bites,38,2094.64,79596.32,February,2024
9618,PM-120793,2024-02-01,South West,Home Care,Germ-Kill Liquid,21,3404.66,71497.86,February,2024
9619,PM-120624,2024-02-01,North West,Beverages,Naija Cocoa Mix,18,8726.9,157084.2,February,2024
9620,PM-124436,2024-02-01,South West,Snacks,Kuli-Kuli Bites,25,2050.09,51252.25,February,2024
9621,PM-121457,2024-02-01,South East,Personal Care,Olu Herb Shampoo,49,2383.68,116800.32,February,2024
9622,PM-111667,2024-02-01,North Central,Grains & Cereals,Pride Semo,30,10725.96,321778.8,February,2024
9623,PM-102097,2024-02-01,South West,Home Care,Sparkle Dish Wash,18,7763.53,139743.54,February,2024
9624,PM-115682,2024-02-01,North Central,Grains & Cereals,Golden Harvest Rice,41,3322.99,136242.59,February,2024
9625,PM-111011,2024-02-01,South West,Snacks,Crunchy Plantain Chips,25,937.86,23446.5,February,2024
9626,PM-102739,2024-02-01,South West,Grains & Cereals,Pride Semo,48,11612.12,557381.76,February,2024
9627,PM-116225,2024-02-01,South West,Personal Care,Shea Glow Soap,44,1937.9,85267.6,February,2024
9628,PM-103113,2024-02-01,South South,Snacks,Chin-Chin Delight,24,202.96,4871.04,February,2024
9629,PM-120268,2024-02-01,South West,Beverages,Zobo Max 50cl,37,13704.74,507075.38,February,2024
9630,PM-114069,2024-02-01,South South,Beverages,Zobo Max 50cl,2,6437.4,12874.8,February,2024
9631,PM-100464,2024-02-01,South East,Snacks,Crunchy Plantain Chips,46,384.59,17691.14,February,2024
9632,PM-116832,2024-02-01,South West,Grains & Cereals,Golden Harvest Rice,4,8907.55,35630.2,February,2024
9633,PM-110914,2024-02-01,North Central,Snacks,Chin-Chin Delight,1,1038.44,1038.44,February,2024
9634,PM-106895,2024-02-01,South West,Beverages,Naija Cocoa Mix,27,7702.19,207959.13,February,2024
9635,PM-129895,2024-02-01,South South,Snacks,Crunchy Plantain Chips,10,1720.89,17208.9,February,2024
9636,PM-118353,2024-02-01,South East,Personal Care,Olu Herb Shampoo,7,5972.61,41808.27,February,2024
9637,PM-124236,2024-02-01,North Central,Snacks,Kuli-Kuli Bites,33,545.21,17991.93,February,2024
9638,PM-101435,2024-02-01,North Central,Beverages,Peak-Level Milk,21,12132.57,254783.97,February,2024
9639,PM-124910,2024-02-01,North East,Personal Care,Olu Herb Shampoo,22,6690.72,147195.84,February,2024
9640,PM-101738,2024-02-01,South West,Personal Care,Olu Herb Shampoo,15,5731.05,85965.75,February,2024
9641,PM-100425,2024-02-01,South West,Home Care,Sparkle Dish Wash,15,7973.43,119601.45,February,2024
9642,PM-129735,2024-02-01,South South,Home Care,Sparkle Dish Wash,38,4476.97,170124.86,February,2024
9643,PM-110653,2024-02-01,South West,Personal Care,Olu Herb Shampoo,28,6142.76,171997.28,February,2024
9644,PM-125854,2024-02-01,South West,Snacks,Kuli-Kuli Bites,21,2148.41,45116.61,February,2024
9645,PM-115078,2024-02-01,South South,Snacks,Crunchy Plantain Chips,40,2391.96,95678.4,February,2024
9646,PM-121958,2024-02-01,South East,Home Care,Sparkle Dish Wash,48,3801.95,182493.6,February,2024
9647,PM-100240,2024-02-02,South West,Grains & Cereals,Pride Semo,45,5543.48,249456.6,February,2024
9648,PM-126308,2024-02-02,North Central,Beverages,Naija Cocoa Mix,28,4867.28,136283.84,February,2024
9649,PM-117126,2024-02-02,South South,Home Care,Germ-Kill Liquid,7,3419.1,23933.7,February,2024
9650,PM-115436,2024-02-02,South West,Personal Care,FreshMint Paste,32,5990.17,191685.44,February,2024
9651,PM-104552,2024-02-02,South West,Home Care,Sparkle Dish Wash,28,1728.33,48393.24,February,2024
9652,PM-121602,2024-02-02,South West,Home Care,Sparkle Dish Wash,22,9490.71,208795.62,February,2024
9653,PM-102636,2024-02-02,South South,Grains & Cereals,Golden Harvest Rice,12,11841.91,142102.92,February,2024
9654,PM-100492,2024-02-02,South West,Beverages,Peak-Level Milk,15,8387.02,125805.3,February,2024
9655,PM-123988,2024-02-02,South West,Beverages,Naija Cocoa Mix,47,4070.98,191336.06,February,2024
9656,PM-112781,2024-02-02,South West,Beverages,Zobo Max 50cl,27,2286.19,61727.13,February,2024
9657,PM-129967,2024-02-02,South West,Snacks,Kuli-Kuli Bites,34,1729.92,58817.28,February,2024
9658,PM-114171,2024-02-02,South West,Grains & Cereals,Easy-Cook Beans,1,11522.63,11522.63,February,2024
9659,PM-109892,2024-02-02,North Central,Grains & Cereals,Pride Semo,3,2926.06,8778.18,February,2024
9660,PM-100116,2024-02-02,South South,Grains & Cereals,Golden Harvest Rice,40,8466.59,338663.6,February,2024
9661,PM-103148,2024-02-02,South West,Grains & Cereals,Golden Harvest Rice,37,8777.18,324755.66,February,2024
9662,PM-117854,2024-02-02,South West,Personal Care,Olu Herb Shampoo,12,5554.8,66657.6,February,2024
9663,PM-110106,2024-02-02,South East,Grains & Cereals,Pride Semo,43,4151.25,178503.75,February,2024
9664,PM-105841,2024-02-02,South East,Personal Care,Olu Herb Shampoo,39,3073.88,119881.32,February,2024
9665,PM-105618,2024-02-02,North Central,Snacks,Chin-Chin Delight,24,2345.67,56296.08,February,2024
9666,PM-115295,2024-02-02,North Central,Grains & Cereals,Easy-Cook Beans,26,8016.48,208428.48,February,2024
9667,PM-126905,2024-02-02,North Central,Snacks,Crunchy Plantain Chips,38,2292.07,87098.66,February,2024
9668,PM-107166,2024-02-02,North West,Grains & Cereals,Pride Semo,2,8481.53,16963.06,February,2024
9669,PM-116516,2024-02-03,North East,Home Care,Bright-White Detergent,25,9553.65,238841.25,February,2024
9670,PM-127645,2024-02-03,North Central,Home Care,Bright-White Detergent,12,2219.11,26629.32,February,2024
9671,PM-101981,2024-02-03,North East,Personal Care,Shea Glow Soap,9,3676.35,33087.15,February,2024
9672,PM-122619,2024-02-03,South West,Grains & Cereals,Easy-Cook Beans,20,3853.45,77069.0,February,2024
9673,PM-115432,2024-02-03,North East,Home Care,Germ-Kill Liquid,32,3622.58,115922.56,February,2024
9674,PM-110180,2024-02-03,South South,Beverages,Zobo Max 50cl,14,3052.39,42733.46,February,2024
9675,PM-126998,2024-02-03,South South,Beverages,Peak-Level Milk,25,11075.52,276888.0,February,2024
9676,PM-122411,2024-02-03,North Central,Snacks,Chin-Chin Delight,3,2386.97,7160.91,February,2024
9677,PM-116485,2024-02-03,North West,Snacks,Kuli-Kuli Bites,44,2086.11,91788.84,February,2024
9678,PM-114935,2024-02-03,North Central,Beverages,Zobo Max 50cl,10,4343.59,43435.9,February,2024
9679,PM-106139,2024-02-03,North West,Grains & Cereals,Golden Harvest Rice,38,8453.44,321230.72,February,2024
9680,PM-125413,2024-02-03,North Central,Home Care,Germ-Kill Liquid,28,9814.55,274807.4,February,2024
9681,PM-124714,2024-02-03,South West,Beverages,Zobo Max 50cl,6,13014.01,78084.06,February,2024
9682,PM-114937,2024-02-03,North Central,Grains & Cereals,Golden Harvest Rice,20,4176.78,83535.6,February,2024
9683,PM-102143,2024-02-03,North Central,Snacks,Kuli-Kuli Bites,44,889.68,39145.92,February,2024
9684,PM-109749,2024-02-03,North East,Personal Care,Shea Glow Soap,39,5003.13,195122.07,February,2024
9685,PM-120555,2024-02-03,North Central,Snacks,Crunchy Plantain Chips,14,748.31,10476.34,February,2024
9686,PM-122495,2024-02-03,South East,Beverages,Zobo Max 50cl,36,4812.7,173257.2,February,2024
9687,PM-112775,2024-02-03,North Central,Beverages,Zobo Max 50cl,26,7277.05,189203.3,February,2024
9688,PM-113435,2024-02-03,South West,Snacks,Kuli-Kuli Bites,27,1627.44,43940.88,February,2024
9689,PM-114157,2024-02-03,South South,Grains & Cereals,Golden Harvest Rice,34,5263.97,178974.98,February,2024
9690,PM-118327,2024-02-03,North West,Beverages,Zobo Max 50cl,19,1864.76,35430.44,February,2024
9691,PM-114706,2024-02-03,North West,Grains & Cereals,Golden Harvest Rice,34,7048.69,239655.46,February,2024
9692,PM-129393,2024-02-03,South West,Snacks,Kuli-Kuli Bites,40,1441.63,57665.2,February,2024
9693,PM-122133,2024-02-03,North Central,Home Care,Sparkle Dish Wash,34,6450.62,219321.08,February,2024
9694,PM-119373,2024-02-03,North Central,Personal Care,FreshMint Paste,17,2390.89,40645.13,February,2024
9695,PM-126720,2024-02-03,South South,Home Care,Germ-Kill Liquid,42,5014.77,210620.34,February,2024
9696,PM-101275,2024-02-03,South East,Grains & Cereals,Golden Harvest Rice,32,8666.94,277342.08,February,2024
9697,PM-114016,2024-02-03,South West,Grains & Cereals,Easy-Cook Beans,26,10935.83,284331.58,February,2024
9698,PM-111545,2024-02-03,South South,Beverages,Peak-Level Milk,7,5480.36,38362.52,February,2024
9699,PM-119333,2024-02-03,South East,Snacks,Chin-Chin Delight,15,907.21,13608.15,February,2024
9700,PM-101789,2024-02-03,South South,Personal Care,Shea Glow Soap,17,2773.99,47157.83,February,2024
9701,PM-128674,2024-02-03,North Central,Grains & Cereals,Easy-Cook Beans,32,10000.64,320020.48,February,2024
9702,PM-125758,2024-02-03,North Central,Home Care,Sparkle Dish Wash,18,6349.78,114296.04,February,2024
9703,PM-102333,2024-02-03,South West,Grains & Cereals,Easy-Cook Beans,38,2630.8,99970.4,February,2024
9704,PM-102935,2024-02-03,North West,Grains & Cereals,Golden Harvest Rice,38,2260.22,85888.36,February,2024
9705,PM-124253,2024-02-03,South West,Personal Care,FreshMint Paste,44,2756.33,121278.52,February,2024
9706,PM-123209,2024-02-03,South West,Beverages,Peak-Level Milk,5,9973.67,49868.35,February,2024
9707,PM-114591,2024-02-03,North Central,Snacks,Crunchy Plantain Chips,48,1507.55,72362.4,February,2024
9708,PM-115067,2024-02-03,South South,Home Care,Sparkle Dish Wash,45,5556.0,250020.0,February,2024
9709,PM-109321,2024-02-04,South West,Grains & Cereals,Pride Semo,9,8994.42,80949.78,February,2024
9710,PM-116298,2024-02-04,North Central,Grains & Cereals,Pride Semo,29,7212.07,209150.03,February,2024
9711,PM-111627,2024-02-04,North Central,Personal Care,FreshMint Paste,34,5186.51,176341.34,February,2024
9712,PM-114513,2024-02-04,South South,Grains & Cereals,Golden Harvest Rice,40,8222.72,328908.8,February,2024
9713,PM-123563,2024-02-04,North West,Home Care,Germ-Kill Liquid,24,5563.55,133525.2,February,2024
9714,PM-124012,2024-02-04,South South,Personal Care,Shea Glow Soap,49,3446.33,168870.17,February,2024
9715,PM-100317,2024-02-04,South West,Grains & Cereals,Golden Harvest Rice,25,8858.71,221467.75,February,2024
9716,PM-113094,2024-02-04,South West,Grains & Cereals,Golden Harvest Rice,47,3758.11,176631.17,February,2024
9717,PM-118051,2024-02-04,South West,Grains & Cereals,Golden Harvest Rice,40,2284.18,91367.2,February,2024
9718,PM-125830,2024-02-04,North Central,Snacks,Kuli-Kuli Bites,26,2246.63,58412.38,February,2024
9719,PM-127859,2024-02-04,South East,Grains & Cereals,Pride Semo,14,2976.71,41673.94,February,2024
9720,PM-102043,2024-02-04,South South,Beverages,Naija Cocoa Mix,31,11991.97,371751.07,February,2024
9721,PM-119894,2024-02-04,South West,Grains & Cereals,Pride Semo,40,5682.79,227311.6,February,2024
9722,PM-113719,2024-02-04,South South,Snacks,Crunchy Plantain Chips,29,2419.82,70174.78,February,2024
9723,PM-117616,2024-02-04,South West,Personal Care,Olu Herb Shampoo,32,5612.28,179592.96,February,2024
9724,PM-125664,2024-02-04,North West,Beverages,Peak-Level Milk,6,14934.41,89606.46,February,2024
9725,PM-104699,2024-02-04,South East,Home Care,Germ-Kill Liquid,46,9748.99,448453.54,February,2024
9726,PM-126856,2024-02-04,South East,Snacks,Kuli-Kuli Bites,21,1937.55,40688.55,February,2024
9727,PM-125390,2024-02-04,North Central,Grains & Cereals,Golden Harvest Rice,20,9907.46,198149.2,February,2024
9728,PM-103083,2024-02-05,South East,Snacks,Crunchy Plantain Chips,19,2137.16,40606.04,February,2024
9729,PM-120894,2024-02-05,North Central,Beverages,Naija Cocoa Mix,9,3320.64,29885.76,February,2024
9730,PM-113461,2024-02-05,South South,Beverages,Peak-Level Milk,8,2244.25,17954.0,February,2024
9731,PM-101407,2024-02-05,North Central,Snacks,Kuli-Kuli Bites,39,1199.64,46785.96,February,2024
9732,PM-101505,2024-02-05,North Central,Home Care,Sparkle Dish Wash,7,6040.19,42281.33,February,2024
9733,PM-115178,2024-02-05,North East,Personal Care,Olu Herb Shampoo,27,1957.74,52858.98,February,2024
9734,PM-100652,2024-02-05,North Central,Grains & Cereals,Golden Harvest Rice,44,10097.2,444276.8,February,2024
9735,PM-101197,2024-02-05,North Central,Home Care,Bright-White Detergent,20,9825.05,196501.0,February,2024
9736,PM-123707,2024-02-05,North Central,Grains & Cereals,Pride Semo,1,9092.03,9092.03,February,2024
9737,PM-100243,2024-02-05,South East,Home Care,Germ-Kill Liquid,33,4635.13,152959.29,February,2024
9738,PM-119018,2024-02-05,South West,Grains & Cereals,Pride Semo,1,3298.44,3298.44,February,2024
9739,PM-124693,2024-02-05,North West,Snacks,Kuli-Kuli Bites,20,654.06,13081.2,February,2024
9740,PM-117591,2024-02-05,North East,Personal Care,Olu Herb Shampoo,28,7252.14,203059.92,February,2024
9741,PM-116623,2024-02-05,North Central,Beverages,Naija Cocoa Mix,10,8739.85,87398.5,February,2024
9742,PM-107162,2024-02-05,South South,Personal Care,FreshMint Paste,38,1754.12,66656.56,February,2024
9743,PM-103926,2024-02-05,South West,Beverages,Zobo Max 50cl,10,13482.95,134829.5,February,2024
9744,PM-109706,2024-02-05,North West,Grains & Cereals,Easy-Cook Beans,40,6217.04,248681.6,February,2024
9745,PM-107751,2024-02-05,South West,Home Care,Germ-Kill Liquid,21,3502.58,73554.18,February,2024
9746,PM-125959,2024-02-05,South East,Beverages,Peak-Level Milk,14,9882.72,138358.08,February,2024
9747,PM-115812,2024-02-05,South West,Snacks,Chin-Chin Delight,5,1119.26,5596.3,February,2024
9748,PM-100174,2024-02-05,South East,Grains & Cereals,Easy-Cook Beans,18,3682.98,66293.64,February,2024
9749,PM-116423,2024-02-05,South East,Personal Care,Shea Glow Soap,25,5284.39,132109.75,February,2024
9750,PM-110782,2024-02-05,South South,Snacks,Crunchy Plantain Chips,37,501.95,18572.15,February,2024
9751,PM-102329,2024-02-05,North Central,Grains & Cereals,Golden Harvest Rice,30,10625.12,318753.6,February,2024
9752,PM-107803,2024-02-05,South West,Home Care,Germ-Kill Liquid,42,9999.27,419969.34,February,2024
9753,PM-110279,2024-02-05,South West,Snacks,Kuli-Kuli Bites,26,1459.18,37938.68,February,2024
9754,PM-126486,2024-02-06,North West,Grains & Cereals,Easy-Cook Beans,10,2446.33,24463.3,February,2024
9755,PM-106012,2024-02-06,South West,Home Care,Sparkle Dish Wash,39,4346.27,169504.53,February,2024
9756,PM-110852,2024-02-06,North Central,Home Care,Sparkle Dish Wash,45,9240.22,415809.9,February,2024
9757,PM-101214,2024-02-06,North Central,Grains & Cereals,Golden Harvest Rice,14,2527.0,35378.0,February,2024
9758,PM-100864,2024-02-06,North Central,Beverages,Zobo Max 50cl,36,2709.97,97558.92,February,2024
9759,PM-113964,2024-02-06,North East,Snacks,Crunchy Plantain Chips,5,1641.98,8209.9,February,2024
9760,PM-121804,2024-02-06,North Central,Personal Care,Shea Glow Soap,20,4204.86,84097.2,February,2024
9761,PM-120487,2024-02-06,North West,Beverages,Peak-Level Milk,2,1862.56,3725.12,February,2024
9762,PM-125530,2024-02-06,North West,Home Care,Sparkle Dish Wash,35,1828.04,63981.4,February,2024
9763,PM-126867,2024-02-06,South West,Home Care,Germ-Kill Liquid,17,9418.58,160115.86,February,2024
9764,PM-117184,2024-02-06,South South,Home Care,Sparkle Dish Wash,39,1611.73,62857.47,February,2024
9765,PM-129639,2024-02-06,South South,Personal Care,Olu Herb Shampoo,17,6312.51,107312.67,February,2024
9766,PM-108318,2024-02-06,South West,Home Care,Bright-White Detergent,38,5799.52,220381.76,February,2024
9767,PM-129353,2024-02-06,South West,Snacks,Chin-Chin Delight,18,1379.25,24826.5,February,2024
9768,PM-114709,2024-02-06,North Central,Beverages,Peak-Level Milk,25,6868.92,171723.0,February,2024
9769,PM-115968,2024-02-06,North Central,Personal Care,Olu Herb Shampoo,2,1795.4,3590.8,February,2024
9770,PM-124829,2024-02-06,North Central,Grains & Cereals,Golden Harvest Rice,19,9877.08,187664.52,February,2024
9771,PM-105615,2024-02-06,South South,Personal Care,Shea Glow Soap,28,4680.59,131056.52,February,2024
9772,PM-107590,2024-02-06,South East,Personal Care,FreshMint Paste,36,2031.78,73144.08,February,2024
9773,PM-100060,2024-02-06,North West,Snacks,Kuli-Kuli Bites,16,2124.93,33998.88,February,2024
9774,PM-122772,2024-02-06,South West,Beverages,Zobo Max 50cl,42,5120.34,215054.28,February,2024
9775,PM-124233,2024-02-07,South West,Beverages,Zobo Max 50cl,15,11624.12,174361.8,February,2024
9776,PM-107252,2024-02-07,South East,Snacks,Kuli-Kuli Bites,43,2290.96,98511.28,February,2024
9777,PM-113231,2024-02-07,South West,Grains & Cereals,Golden Harvest Rice,29,4513.52,130892.08,February,2024
9778,PM-127840,2024-02-07,South West,Beverages,Zobo Max 50cl,12,7869.93,94439.16,February,2024
9779,PM-125881,2024-02-07,North Central,Snacks,Kuli-Kuli Bites,16,1784.58,28553.28,February,2024
9780,PM-106227,2024-02-07,North Central,Home Care,Bright-White Detergent,48,8934.95,428877.6,February,2024
9781,PM-120734,2024-02-07,South East,Grains & Cereals,Pride Semo,47,8123.06,381783.82,February,2024
9782,PM-129687,2024-02-07,North West,Beverages,Naija Cocoa Mix,33,4581.62,151193.46,February,2024
9783,PM-116412,2024-02-07,South West,Home Care,Bright-White Detergent,9,5529.65,49766.85,February,2024
9784,PM-128001,2024-02-07,South South,Personal Care,FreshMint Paste,36,6637.53,238951.08,February,2024
9785,PM-100190,2024-02-07,North Central,Beverages,Naija Cocoa Mix,3,10371.59,31114.77,February,2024
9786,PM-111614,2024-02-07,South West,Personal Care,Olu Herb Shampoo,49,975.17,47783.33,February,2024
9787,PM-118136,2024-02-07,South East,Beverages,Naija Cocoa Mix,37,2306.47,85339.39,February,2024
9788,PM-117891,2024-02-07,South West,Grains & Cereals,Easy-Cook Beans,28,10465.78,293041.84,February,2024
9789,PM-109594,2024-02-07,South West,Beverages,Zobo Max 50cl,18,13378.36,240810.48,February,2024
9790,PM-115915,2024-02-07,South West,Grains & Cereals,Pride Semo,22,8215.2,180734.4,February,2024
9791,PM-129152,2024-02-07,North Central,Personal Care,Olu Herb Shampoo,24,7937.99,190511.76,February,2024
9792,PM-109147,2024-02-07,South East,Home Care,Germ-Kill Liquid,15,5422.27,81334.05,February,2024
9793,PM-107387,2024-02-07,North Central,Snacks,Chin-Chin Delight,11,781.74,8599.14,February,2024
9794,PM-103586,2024-02-07,South South,Beverages,Naija Cocoa Mix,36,6306.32,227027.52,February,2024
9795,PM-103357,2024-02-07,North Central,Home Care,Bright-White Detergent,12,3673.24,44078.88,February,2024
9796,PM-114621,2024-02-07,North Central,Snacks,Kuli-Kuli Bites,46,1856.27,85388.42,February,2024
9797,PM-121996,2024-02-07,South West,Snacks,Crunchy Plantain Chips,45,2232.36,100456.2,February,2024
9798,PM-125471,2024-02-07,South West,Beverages,Peak-Level Milk,33,11246.74,371142.42,February,2024
9799,PM-110798,2024-02-07,South West,Personal Care,FreshMint Paste,44,1748.27,76923.88,February,2024
9800,PM-115329,2024-02-08,North West,Beverages,Zobo Max 50cl,21,11381.3,239007.3,February,2024
9801,PM-107200,2024-02-08,South West,Snacks,Crunchy Plantain Chips,7,1978.47,13849.29,February,2024
9802,PM-115351,2024-02-08,South West,Beverages,Naija Cocoa Mix,15,12134.61,182019.15,February,2024
9803,PM-115284,2024-02-08,South West,Snacks,Chin-Chin Delight,2,1069.85,2139.7,February,2024
9804,PM-113047,2024-02-08,North Central,Grains & Cereals,Easy-Cook Beans,39,11249.29,438722.31,February,2024
9805,PM-106392,2024-02-08,South East,Snacks,Crunchy Plantain Chips,49,965.38,47303.62,February,2024
9806,PM-122078,2024-02-08,North Central,Snacks,Chin-Chin Delight,5,1425.34,7126.7,February,2024
9807,PM-122991,2024-02-08,South West,Grains & Cereals,Pride Semo,10,4660.95,46609.5,February,2024
9808,PM-114567,2024-02-08,South West,Grains & Cereals,Easy-Cook Beans,30,4322.03,129660.9,February,2024
9809,PM-120912,2024-02-08,South West,Personal Care,Shea Glow Soap,15,1403.15,21047.25,February,2024
9810,PM-116762,2024-02-08,South South,Home Care,Germ-Kill Liquid,31,1589.43,49272.33,February,2024
9811,PM-122024,2024-02-08,South West,Personal Care,Olu Herb Shampoo,16,1746.6,27945.6,February,2024
9812,PM-100220,2024-02-08,North Central,Snacks,Chin-Chin Delight,32,449.26,14376.32,February,2024
9813,PM-102723,2024-02-08,South West,Beverages,Peak-Level Milk,41,12668.81,519421.21,February,2024
9814,PM-127717,2024-02-08,South West,Home Care,Sparkle Dish Wash,22,4988.48,109746.56,February,2024
9815,PM-125892,2024-02-08,South East,Home Care,Germ-Kill Liquid,20,6834.16,136683.2,February,2024
9816,PM-106707,2024-02-08,North Central,Beverages,Peak-Level Milk,45,4468.83,201097.35,February,2024
9817,PM-116902,2024-02-08,South West,Snacks,Chin-Chin Delight,11,2166.1,23827.1,February,2024
9818,PM-103554,2024-02-08,North West,Personal Care,Shea Glow Soap,34,7671.33,260825.22,February,2024
9819,PM-121319,2024-02-08,South West,Snacks,Chin-Chin Delight,16,2031.45,32503.2,February,2024
9820,PM-121678,2024-02-08,North Central,Grains & Cereals,Golden Harvest Rice,33,2007.54,66248.82,February,2024
9821,PM-121364,2024-02-08,South South,Grains & Cereals,Easy-Cook Beans,49,9208.54,451218.46,February,2024
9822,PM-103327,2024-02-08,South West,Snacks,Chin-Chin Delight,16,2189.97,35039.52,February,2024
9823,PM-101589,2024-02-08,North Central,Beverages,Zobo Max 50cl,18,4560.68,82092.24,February,2024
9824,PM-118813,2024-02-09,South West,Home Care,Bright-White Detergent,23,6781.59,155976.57,February,2024
9825,PM-102065,2024-02-09,North Central,Snacks,Kuli-Kuli Bites,26,1236.99,32161.74,February,2024
9826,PM-114793,2024-02-09,South West,Grains & Cereals,Golden Harvest Rice,22,6548.6,144069.2,February,2024
9827,PM-103985,2024-02-09,North Central,Grains & Cereals,Easy-Cook Beans,29,11538.61,334619.69,February,2024
9828,PM-100615,2024-02-09,South South,Beverages,Peak-Level Milk,15,12105.81,181587.15,February,2024
9829,PM-107467,2024-02-09,North Central,Grains & Cereals,Golden Harvest Rice,33,3469.95,114508.35,February,2024
9830,PM-110387,2024-02-09,North Central,Beverages,Naija Cocoa Mix,17,2553.22,43404.74,February,2024
9831,PM-102276,2024-02-09,North Central,Home Care,Sparkle Dish Wash,9,7469.75,67227.75,February,2024
9832,PM-110961,2024-02-09,North Central,Personal Care,Olu Herb Shampoo,42,1254.76,52699.92,February,2024
9833,PM-124715,2024-02-09,North West,Personal Care,Olu Herb Shampoo,49,7780.34,381236.66,February,2024
9834,PM-117092,2024-02-09,South West,Beverages,Zobo Max 50cl,33,5660.58,186799.14,February,2024
9835,PM-115417,2024-02-09,South South,Grains & Cereals,Easy-Cook Beans,2,6499.96,12999.92,February,2024
9836,PM-117257,2024-02-09,North Central,Home Care,Bright-White Detergent,38,7821.61,297221.18,February,2024
9837,PM-125518,2024-02-09,South West,Home Care,Bright-White Detergent,46,1269.28,58386.88,February,2024
9838,PM-104489,2024-02-09,South East,Personal Care,FreshMint Paste,14,2243.56,31409.84,February,2024
9839,PM-105897,2024-02-09,South West,Home Care,Bright-White Detergent,18,2727.89,49102.02,February,2024
9840,PM-113117,2024-02-09,South West,Grains & Cereals,Pride Semo,36,11000.92,396033.12,February,2024
9841,PM-105081,2024-02-09,South West,Home Care,Bright-White Detergent,36,8673.58,312248.88,February,2024
9842,PM-114890,2024-02-09,South East,Personal Care,Shea Glow Soap,46,2495.74,114804.04,February,2024
9843,PM-103364,2024-02-09,North Central,Home Care,Bright-White Detergent,13,4153.4,53994.2,February,2024
9844,PM-123425,2024-02-09,South East,Snacks,Kuli-Kuli Bites,15,2215.28,33229.2,February,2024
9845,PM-104646,2024-02-09,South South,Personal Care,Olu Herb Shampoo,43,1136.02,48848.86,February,2024
9846,PM-111252,2024-02-09,North East,Beverages,Naija Cocoa Mix,10,13265.81,132658.1,February,2024
9847,PM-115062,2024-02-09,North Central,Beverages,Zobo Max 50cl,32,6575.24,210407.68,February,2024
9848,PM-127634,2024-02-10,South East,Home Care,Bright-White Detergent,6,5028.29,30169.74,February,2024
9849,PM-112173,2024-02-10,South West,Home Care,Bright-White Detergent,22,6350.83,139718.26,February,2024
9850,PM-102303,2024-02-10,South South,Grains & Cereals,Easy-Cook Beans,17,11306.79,192215.43,February,2024
9851,PM-104247,2024-02-10,North Central,Snacks,Crunchy Plantain Chips,44,2483.98,109295.12,February,2024
9852,PM-124996,2024-02-10,North West,Snacks,Kuli-Kuli Bites,49,788.94,38658.06,February,2024
9853,PM-115396,2024-02-10,South West,Beverages,Peak-Level Milk,33,14193.05,468370.65,February,2024
9854,PM-117310,2024-02-10,South West,Personal Care,FreshMint Paste,39,1022.56,39879.84,February,2024
9855,PM-120874,2024-02-10,North Central,Grains & Cereals,Pride Semo,11,11134.41,122478.51,February,2024
9856,PM-125386,2024-02-10,North Central,Grains & Cereals,Golden Harvest Rice,47,10986.16,516349.52,February,2024
9857,PM-101964,2024-02-10,South South,Beverages,Naija Cocoa Mix,45,8612.21,387549.45,February,2024
9858,PM-122918,2024-02-10,North Central,Home Care,Bright-White Detergent,3,9195.99,27587.97,February,2024
9859,PM-122556,2024-02-10,South West,Beverages,Zobo Max 50cl,7,10883.94,76187.58,February,2024
9860,PM-101152,2024-02-10,North Central,Personal Care,Olu Herb Shampoo,45,1779.58,80081.1,February,2024
9861,PM-111869,2024-02-10,North West,Grains & Cereals,Easy-Cook Beans,6,10292.92,61757.52,February,2024
9862,PM-124350,2024-02-10,South West,Home Care,Germ-Kill Liquid,36,3973.52,143046.72,February,2024
9863,PM-121579,2024-02-10,South West,Beverages,Naija Cocoa Mix,10,4101.83,41018.3,February,2024
9864,PM-126303,2024-02-10,North Central,Beverages,Peak-Level Milk,39,8856.18,345391.02,February,2024
9865,PM-101941,2024-02-10,North Central,Snacks,Kuli-Kuli Bites,36,2283.38,82201.68,February,2024
9866,PM-129089,2024-02-10,South West,Snacks,Kuli-Kuli Bites,25,1098.43,27460.75,February,2024
9867,PM-112738,2024-02-10,South West,Personal Care,Shea Glow Soap,49,2234.07,109469.43,February,2024
9868,PM-126990,2024-02-10,North East,Grains & Cereals,Pride Semo,20,10166.36,203327.2,February,2024
9869,PM-119241,2024-02-10,North Central,Grains & Cereals,Golden Harvest Rice,6,2656.45,15938.7,February,2024
9870,PM-104076,2024-02-10,North Central,Beverages,Peak-Level Milk,3,5227.48,15682.44,February,2024
9871,PM-102686,2024-02-10,South South,Beverages,Peak-Level Milk,13,13604.12,176853.56,February,2024
9872,PM-104516,2024-02-11,South South,Grains & Cereals,Pride Semo,30,4013.0,120390.0,February,2024
9873,PM-119213,2024-02-11,North West,Personal Care,Olu Herb Shampoo,38,4354.24,165461.12,February,2024
9874,PM-127627,2024-02-11,South East,Beverages,Peak-Level Milk,46,6117.19,281390.74,February,2024
9875,PM-115280,2024-02-11,South West,Beverages,Peak-Level Milk,33,9357.03,308781.99,February,2024
9876,PM-111957,2024-02-11,South East,Personal Care,Olu Herb Shampoo,13,5132.53,66722.89,February,2024
9877,PM-124860,2024-02-11,South West,Grains & Cereals,Easy-Cook Beans,7,6411.2,44878.4,February,2024
